Space Group|Serial No.|Multiplicity|Wyckoff Letter|Site Symmetry|Position|||
||4|d|..m|(x,y,3/4)|(-x,-y,1/4)|(x+1/2,-y,3/4)|(-x+1/2,y,1/4)
||4|c|2..|(1/4,y,0)|(3/4,-y,1/2)|(3/4,-y,0)|(1/4,y,1/2)
||4|b|-1|(0,1/2,0)|(0,1/2,1/2)|(1/2,1/2,1/2)|(1/2,1/2,0)
||4|a|-1|(0,0,0)|(0,0,1/2)|(1/2,0,1/2)|(1/2,0,0)
P 21/m 2/c 21/a|271|||||||
||8|e|1|(x,y,z)|(x+1/2,-y,-z)|(-x+1/2,-y,z+1/2)|(-x,y,-z+1/2)
|||||(-x,-y,-z)|(-x+1/2,y,z)|(x+1/2,y,-z+1/2)|(x,-y,z+1/2)
||4|d|..m|(1/4,y,z)|(3/4,-y,-z)|(1/4,-y,z+1/2)|(3/4,y,-z+1/2)
||4|c|2..|(0,y,1/4)|(1/2,-y,3/4)|(0,-y,3/4)|(1/2,y,1/4)
||4|b|-1|(0,1/2,0)|(1/2,1/2,0)|(1/2,1/2,1/2)|(0,1/2,1/2)
||4|a|-1|(0,0,0)|(1/2,0,0)|(1/2,0,1/2)|(0,0,1/2)
P 21/m 21/a 2/b|272|||||||
||8|e|1|(x,y,z)|(x+1/2,-y,-z)|(-x+1/2,y+1/2,-z)|(-x,-y+1/2,z)
|||||(-x,-y,-z)|(-x+1/2,y,z)|(x+1/2,-y+1/2,z)|(x,y+1/2,-z)
||4|d|..m|(3/4,y,z)|(1/4,-y,-z)|(3/4,y+1/2,-z)|(1/4,-y+1/2,z)
||4|c|2..|(0,1/4,z)|(1/2,3/4,-z)|(0,3/4,-z)|(1/2,1/4,z)
||4|b|-1|(0,0,1/2)|(1/2,0,1/2)|(1/2,1/2,1/2)|(0,1/2,1/2)
||4|a|-1|(0,0,0)|(1/2,0,0)|(1/2,1/2,0)|(0,1/2,0)
P 21/b 21/m 2/a|273|||||||
||8|e|1|(x,y,z)|(-x,y+1/2,-z)|(x+1/2,-y+1/2,-z)|(-x+1/2,-y,z)
|||||(-x,-y,-z)|(x,-y+1/2,z)|(-x+1/2,y+1/2,z)|(x+1/2,y,-z)
||4|d|..m|(x,1/4,z)|(-x,3/4,-z)|(x+1/2,1/4,-z)|(-x+1/2,3/4,z)
||4|c|2..|(1/4,0,z)|(3/4,1/2,-z)|(3/4,0,-z)|(1/4,1/2,z)
||4|b|-1|(0,0,1/2)|(0,1/2,1/2)|(1/2,1/2,1/2)|(1/2,0,1/2)
||4|a|-1|(0,0,0)|(0,1/2,0)|(1/2,1/2,0)|(1/2,0,0)
P 2/c 21/m 21/b|274|||||||
||8|e|1|(x,y,z)|(-x,y+1/2,-z)|(-x,-y+1/2,z+1/2)|(x,-y,-z+1/2)
|||||(-x,-y,-z)|(x,-y+1/2,z)|(x,y+1/2,-z+1/2)|(-x,y,z+1/2)
||4|d|..m|(x,3/4,z)|(-x,1/4,-z)|(-x,3/4,z+1/2)|(x,1/4,-z+1/2)
||4|c|2..|(x,0,1/4)|(-x,1/2,3/4)|(-x,0,3/4)|(x,1/2,1/4)
||4|b|-1|(1/2,0,0)|(1/2,1/2,0)|(1/2,1/2,1/2)|(1/2,0,1/2)
||4|a|-1|(0,0,0)|(0,1/2,0)|(0,1/2,1/2)|(0,0,1/2)
P 21/n 21/n 2/m|275|||||||
||8|h|1|(x,y,z)|(-x,-y,z)|(-x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z+1/2)
|||||(-x,-y,-z)|(x,y,-z)|(x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z+1/2)
||4|g|..m|(x,y,0)|(-x,-y,0)|(-x+1/2,y+1/2,1/2)|(x+1/2,-y+1/2,1/2)
||4|f|..2|(0,1/2,z)|(1/2,0,-z+1/2)|(0,1/2,-z)|(1/2,0,z+1/2)
||4|e|..2|(0,0,z)|(1/2,1/2,-z+1/2)|(0,0,-z)|(1/2,1/2,z+1/2)
||2|d|..2/m|(0,1/2,1/2)|(1/2,0,0)||
||2|c|..2/m|(0,1/2,0)|(1/2,0,1/2)||
||2|b|..2/m|(0,0,1/2)|(1/2,1/2,0)||
||2|a|..2/m|(0,0,0)|(1/2,1/2,1/2)||
P 2/m 21/n 21/n|276|||||||
||8|h|1|(x,y,z)|(x,-y,-z)|(-x+1/2,-y+1/2,z+1/2)|(-x+1/2,y+1/2,-z+1/2)
|||||(-x,-y,-z)|(-x,y,z)|(x+1/2,y+1/2,-z+1/2)|(x+1/2,-y+1/2,z+1/2)
||4|g|..m|(0,y,z)|(0,-y,-z)|(1/2,-y+1/2,z+1/2)|(1/2,y+1/2,-z+1/2)
||4|f|..2|(x,0,1/2)|(-x+1/2,1/2,0)|(-x,0,1/2)|(x+1/2,1/2,0)
||4|e|..2|(x,0,0)|(-x+1/2,1/2,1/2)|(-x,0,0)|(x+1/2,1/2,1/2)
||2|d|..2/m|(1/2,0,1/2)|(0,1/2,0)||
||2|c|..2/m|(0,0,1/2)|(1/2,1/2,0)||
||2|b|..2/m|(1/2,0,0)|(0,1/2,1/2)||
||2|a|..2/m|(0,0,0)|(1/2,1/2,1/2)||
P 21/n 2/m 21/n|277|||||||
||8|h|1|(x,y,z)|(-x,y,-z)|(x+1/2,-y+1/2,-z+1/2)|(-x+1/2,-y+1/2,z+1/2)
|||||(-x,-y,-z)|(x,-y,z)|(-x+1/2,y+1/2,z+1/2)|(x+1/2,y+1/2,-z+1/2)
||4|g|..m|(x,0,z)|(-x,0,-z)|(x+1/2,1/2,-z+1/2)|(-x+1/2,1/2,z+1/2)
||4|f|..2|(1/2,y,0)|(0,-y+1/2,1/2)|(1/2,-y,0)|(0,y+1/2,1/2)
||4|e|..2|(0,y,0)|(1/2,-y+1/2,1/2)|(0,-y,0)|(1/2,y+1/2,1/2)
||2|d|..2/m|(1/2,1/2,0)|(0,0,1/2)||
||2|c|..2/m|(1/2,0,0)|(0,1/2,1/2)||
||2|b|..2/m|(0,1/2,0)|(1/2,0,1/2)||
||2|a|..2/m|(0,0,0)|(1/2,1/2,1/2)||
P 21/m 21/m 2/n|278|||||||
||8|g|1|(x,y,z)|(-x,-y,z)|(-x+1/2,y+1/2,-z)|(x+1/2,-y+1/2,-z)
|||||(-x+1/2,-y+1/2,-z)|(x+1/2,y+1/2,-z)|(x,-y,z)|(-x,y,z)
||4|f|.m.|(x,0,z)|(-x,0,z)|(-x+1/2,1/2,-z)|(x+1/2,1/2,-z)
||4|e|m..|(0,y,z)|(0,-y,z)|(1/2,y+1/2,-z)|(1/2,-y+1/2,-z)
||4|d|-1|(1/4,1/4,1/2)|(3/4,3/4,1/2)|(1/4,3/4,1/2)|(3/4,1/4,1/2)
||4|c|-1|(1/4,1/4,0)|(3/4,3/4,0)|(1/4,3/4,0)|(3/4,1/4,0)
||2|b|mm2|(0,1/2,z)|(1/2,0,-z)||
||2|a|mm2|(0,0,z)|(1/2,1/2,-z)||
P 21/m 21/m 2/n|279|||||||
||8|g|1|(x,y,z)|(-x+1/2,-y+1/2,z)|(-x,y+1/2,-z)|(x+1/2,-y,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z)|(x,-y+1/2,z)|(-x+1/2,y,z)
||4|f|.m.|(x,1/4,z)|(-x+1/2,1/4,z)|(-x,3/4,-z)|(x+1/2,3/4,-z)
||4|e|m..|(1/4,y,z)|(1/4,-y+1/2,z)|(3/4,y+1/2,-z)|(3/4,-y,-z)
||4|d|-1|(0,0,1/2)|(1/2,1/2,1/2)|(0,1/2,1/2)|(1/2,0,1/2)
||4|c|-1|(0,0,0)|(1/2,1/2,0)|(0,1/2,0)|(1/2,0,0)
||2|b|mm2|(1/4,3/4,z)|(3/4,1/4,-z)||
||2|a|mm2|(1/4,1/4,z)|(3/4,3/4,-z)||
P 2/n 21/m 21/m|280|||||||
||8|g|1|(x,y,z)|(x,-y,-z)|(-x,-y+1/2,z+1/2)|(-x,y+1/2,-z+1/2)
|||||(-x,-y+1/2,-z+1/2)|(-x,y+1/2,z+1/2)|(x,y,-z)|(x,-y,z)
||4|f|.m.|(x,y,0)|(x,-y,0)|(-x,-y+1/2,1/2)|(-x,y+1/2,1/2)
||4|e|m..|(x,0,z)|(x,0,-z)|(-x,1/2,z+1/2)|(-x,1/2,-z+1/2)
||4|d|-1|(1/2,1/4,1/4)|(1/2,3/4,3/4)|(1/2,1/4,3/4)|(1/2,3/4,1/4)
||4|c|-1|(0,1/4,1/4)|(0,3/4,3/4)|(0,1/4,3/4)|(0,3/4,1/4)
||2|b|mm2|(x,0,1/2)|(-x,1/2,0)||
||2|a|mm2|(x,0,0)|(-x,1/2,1/2)||
P 2/n 21/m 21/m|281|||||||
||8|g|1|(x,y,z)|(x,-y+1/2,-z+1/2)|(-x,-y,z+1/2)|(-x,y+1/2,-z)
|||||(-x,-y,-z)|(-x,y+1/2,z+1/2)|(x,y,-z+1/2)|(x,-y+1/2,z)
||4|f|.m.|(x,y,1/4)|(x,-y+1/2,1/4)|(-x,-y,3/4)|(-x,y+1/2,3/4)
||4|e|m..|(x,1/4,z)|(x,1/4,-z+1/2)|(-x,3/4,z+1/2)|(-x,3/4,-z)
||4|d|-1|(1/2,0,0)|(1/2,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)
||4|c|-1|(0,0,0)|(0,1/2,1/2)|(0,0,1/2)|(0,1/2,0)
||2|b|mm2|(x,1/4,3/4)|(-x,3/4,1/4)||
||2|a|mm2|(x,1/4,1/4)|(-x,3/4,3/4)||
P 21/m 2/n 21/m|282|||||||
||8|g|1|(x,y,z)|(-x,y,-z)|(x+1/2,-y,-z+1/2)|(-x+1/2,-y,z+1/2)
|||||(-x+1/2,-y,-z+1/2)|(x+1/2,-y,z+1/2)|(-x,y,z)|(x,y,-z)
||4|f|.m.|(0,y,z)|(0,y,-z)|(1/2,-y,-z+1/2)|(1/2,-y,z+1/2)
||4|e|m..|(x,y,0)|(-x,y,0)|(x+1/2,-y,1/2)|(-x+1/2,-y,1/2)
||4|d|-1|(1/4,1/2,1/4)|(3/4,1/2,3/4)|(3/4,1/2,1/4)|(1/4,1/2,3/4)
||4|c|-1|(1/4,0,1/4)|(3/4,0,3/4)|(3/4,0,1/4)|(1/4,0,3/4)
||2|b|mm2|(1/2,y,0)|(0,-y,1/2)||
||2|a|mm2|(0,y,0)|(1/2,-y,1/2)||
P 21/m 2/n 21/m|283|||||||
||8|g|1|(x,y,z)|(-x+1/2,y,-z+1/2)|(x+1/2,-y,-z)|(-x,-y,z+1/2)
|||||(-x,-y,-z)|(x+1/2,-y,z+1/2)|(-x+1/2,y,z)|(x,y,-z+1/2)
||4|f|.m.|(1/4,y,z)|(1/4,y,-z+1/2)|(3/4,-y,-z)|(3/4,-y,z+1/2)
||4|e|m..|(x,y,1/4)|(-x+1/2,y,1/4)|(x+1/2,-y,3/4)|(-x,-y,3/4)
||4|d|-1|(0,1/2,0)|(1/2,1/2,1/2)|(1/2,1/2,0)|(0,1/2,1/2)
||4|c|-1|(0,0,0)|(1/2,0,1/2)|(1/2,0,0)|(0,0,1/2)
||2|b|mm2|(3/4,y,1/4)|(1/4,-y,3/4)||
||2|a|mm2|(1/4,y,1/4)|(3/4,-y,3/4)||
P 21/b 2/c 21/n|284|||||||
||8|d|1|(x,y,z)|(-x+1/2,-y+1/2,z+1/2)|(-x,y,-z+1/2)|(x+1/2,-y+1/2,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z+1/2)|(x,-y,z+1/2)|(-x+1/2,y+1/2,z)
||4|c|.2.|(0,y,1/4)|(1/2,-y+1/2,3/4)|(0,-y,3/4)|(1/2,y+1/2,1/4)
||4|b|-1|(0,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)|(1/2,0,0)
||4|a|-1|(0,0,0)|(1/2,1/2,1/2)|(0,0,1/2)|(1/2,1/2,0)
P 2/c 21/a 21/n|285|||||||
||8|d|1|(x,y,z)|(-x+1/2,-y+1/2,z+1/2)|(x,-y,-z+1/2)|(-x+1/2,y+1/2,-z)
|||||(-x,-y,-z)|(x+1/2,y+1/2,-z+1/2)|(-x,y,z+1/2)|(x+1/2,-y+1/2,z)
||4|c|.2.|(x,0,3/4)|(-x+1/2,1/2,1/4)|(-x,0,1/4)|(x+1/2,1/2,3/4)
||4|b|-1|(1/2,0,0)|(0,1/2,1/2)|(1/2,0,1/2)|(0,1/2,0)
||4|a|-1|(0,0,0)|(1/2,1/2,1/2)|(0,0,1/2)|(1/2,1/2,0)
P 21/n 21/c 2/a|286|||||||
||8|d|1|(x,y,z)|(x+1/2,-y+1/2,-z+1/2)|(-x+1/2,-y,z)|(-x,y+1/2,-z+1/2)
|||||(-x,-y,-z)|(-x+1/2,y+1/2,z+1/2)|(x+1/2,y,-z)|(x,-y+1/2,z+1/2)
||4|c|.2.|(1/4,0,z)|(3/4,1/2,-z+1/2)|(3/4,0,-z)|(1/4,1/2,z+1/2)
||4|b|-1|(0,0,1/2)|(1/2,1/2,0)|(1/2,0,1/2)|(0,1/2,0)
||4|a|-1|(0,0,0)|(1/2,1/2,1/2)|(1/2,0,0)|(0,1/2,1/2)
P 21/n 2/a 21/b|287|||||||
||8|d|1|(x,y,z)|(x+1/2,-y+1/2,-z+1/2)|(-x+1/2,y,-z)|(-x,-y+1/2,z+1/2)
|||||(-x,-y,-z)|(-x+1/2,y+1/2,z+1/2)|(x+1/2,-y,z)|(x,y+1/2,-z+1/2)
||4|c|.2.|(3/4,y,0)|(1/4,-y+1/2,1/2)|(1/4,-y,0)|(3/4,y+1/2,1/2)
||4|b|-1|(0,1/2,0)|(1/2,0,1/2)|(1/2,1/2,0)|(0,0,1/2)
||4|a|-1|(0,0,0)|(1/2,1/2,1/2)|(1/2,0,0)|(0,1/2,1/2)
P 2/b 21/n 21/a|288|||||||
||8|d|1|(x,y,z)|(-x+1/2,y+1/2,-z+1/2)|(x,-y+1/2,-z)|(-x+1/2,-y,z+1/2)
|||||(-x,-y,-z)|(x+1/2,-y+1/2,z+1/2)|(-x,y+1/2,z)|(x+1/2,y,-z+1/2)
||4|c|.2.|(x,1/4,0)|(-x+1/2,3/4,1/2)|(-x,3/4,0)|(x+1/2,1/4,1/2)
||4|b|-1|(1/2,0,0)|(0,1/2,1/2)|(1/2,1/2,0)|(0,0,1/2)
||4|a|-1|(0,0,0)|(1/2,1/2,1/2)|(0,1/2,0)|(1/2,0,1/2)
P 21/c 21/n 2/b|289|||||||
||8|d|1|(x,y,z)|(-x+1/2,y+1/2,-z+1/2)|(-x,-y+1/2,z)|(x+1/2,-y,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,-y+1/2,z+1/2)|(x,y+1/2,-z)|(-x+1/2,y,z+1/2)
||4|c|.2.|(0,3/4,z)|(1/2,1/4,-z+1/2)|(0,1/4,-z)|(1/2,3/4,z+1/2)
||4|b|-1|(0,0,1/2)|(1/2,1/2,0)|(0,1/2,1/2)|(1/2,0,0)
||4|a|-1|(0,0,0)|(1/2,1/2,1/2)|(0,1/2,0)|(1/2,0,1/2)
P 21/b 21/c 21/a|290|||||||
||8|c|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(-x,y+1/2,-z+1/2)|(x+1/2,-y+1/2,-z)
|||||(-x,-y,-z)|(x+1/2,y,-z+1/2)|(x,-y+1/2,z+1/2)|(-x+1/2,y+1/2,z)
||4|b|-1|(0,0,1/2)|(1/2,0,0)|(0,1/2,0)|(1/2,1/2,1/2)
||4|a|-1|(0,0,0)|(1/2,0,1/2)|(0,1/2,1/2)|(1/2,1/2,0)
P 21/c 21/a 21/b|291|||||||
||8|c|1|(x,y,z)|(-x,-y+1/2,z+1/2)|(x+1/2,-y,-z+1/2)|(-x+1/2,y+1/2,-z)
|||||(-x,-y,-z)|(x,y+1/2,-z+1/2)|(-x+1/2,y,z+1/2)|(x+1/2,-y+1/2,z)
||4|b|-1|(0,0,1/2)|(0,1/2,0)|(1/2,0,0)|(1/2,1/2,1/2)
||4|a|-1|(0,0,0)|(0,1/2,1/2)|(1/2,0,1/2)|(1/2,1/2,0)
P 21/n 21/m 21/a|292|||||||
||8|d|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(-x,y+1/2,-z)|(x+1/2,-y+1/2,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,y,-z+1/2)|(x,-y+1/2,z)|(-x+1/2,y+1/2,z+1/2)
||4|c|.m.|(x,1/4,z)|(-x+1/2,3/4,z+1/2)|(-x,3/4,-z)|(x+1/2,1/4,-z+1/2)
||4|b|-1|(0,0,1/2)|(1/2,0,0)|(0,1/2,1/2)|(1/2,1/2,0)
||4|a|-1|(0,0,0)|(1/2,0,1/2)|(0,1/2,0)|(1/2,1/2,1/2)
P 21/m 21/n 21/b|293|||||||
||8|d|1|(x,y,z)|(-x,-y+1/2,z+1/2)|(x+1/2,-y,-z)|(-x+1/2,y+1/2,-z+1/2)
|||||(-x,-y,-z)|(x,y+1/2,-z+1/2)|(-x+1/2,y,z)|(x+1/2,-y+1/2,z+1/2)
||4|c|.m.|(1/4,y,z)|(3/4,-y+1/2,z+1/2)|(3/4,-y,-z)|(1/4,y+1/2,-z+1/2)
||4|b|-1|(0,0,1/2)|(0,1/2,0)|(1/2,0,1/2)|(1/2,1/2,0)
||4|a|-1|(0,0,0)|(0,1/2,1/2)|(1/2,0,0)|(1/2,1/2,1/2)
P 21/b 21/n 21/m|294|||||||
||8|d|1|(x,y,z)|(x+1/2,-y+1/2,-z)|(-x,-y,z+1/2)|(-x+1/2,y+1/2,-z+1/2)
|||||(-x,-y,-z)|(-x+1/2,y+1/2,z)|(x,y,-z+1/2)|(x+1/2,-y+1/2,z+1/2)
||4|c|.m.|(x,y,1/4)|(x+1/2,-y+1/2,3/4)|(-x,-y,3/4)|(-x+1/2,y+1/2,1/4)
||4|b|-1|(1/2,0,0)|(0,1/2,0)|(1/2,0,1/2)|(0,1/2,1/2)
||4|a|-1|(0,0,0)|(1/2,1/2,0)|(0,0,1/2)|(1/2,1/2,1/2)
P 21/c 21/m 21/n|295|||||||
||8|d|1|(x,y,z)|(x+1/2,-y,-z+1/2)|(-x,y+1/2,-z)|(-x+1/2,-y+1/2,z+1/2)
|||||(-x,-y,-z)|(-x+1/2,y,z+1/2)|(x,-y+1/2,z)|(x+1/2,y+1/2,-z+1/2)
||4|c|.m.|(x,1/4,z)|(x+1/2,3/4,-z+1/2)|(-x,3/4,-z)|(-x+1/2,1/4,z+1/2)
||4|b|-1|(1/2,0,0)|(0,0,1/2)|(1/2,1/2,0)|(0,1/2,1/2)
||4|a|-1|(0,0,0)|(1/2,0,1/2)|(0,1/2,0)|(1/2,1/2,1/2)
P 21/m 21/c 21/n|296|||||||
||8|d|1|(x,y,z)|(-x,y+1/2,-z+1/2)|(x+1/2,-y,-z)|(-x+1/2,-y+1/2,z+1/2)
|||||(-x,-y,-z)|(x,-y+1/2,z+1/2)|(-x+1/2,y,z)|(x+1/2,y+1/2,-z+1/2)
||4|c|.m.|(1/4,y,z)|(3/4,y+1/2,-z+1/2)|(3/4,-y,-z)|(1/4,-y+1/2,z+1/2)
||4|b|-1|(0,1/2,0)|(0,0,1/2)|(1/2,1/2,0)|(1/2,0,1/2)
||4|a|-1|(0,0,0)|(0,1/2,1/2)|(1/2,0,0)|(1/2,1/2,1/2)
P 21/n 21/a 21/m|297|||||||
||8|d|1|(x,y,z)|(-x+1/2,y+1/2,-z)|(-x,-y,z+1/2)|(x+1/2,-y+1/2,-z+1/2)
|||||(-x,-y,-z)|(x+1/2,-y+1/2,z)|(x,y,-z+1/2)|(-x+1/2,y+1/2,z+1/2)
||4|c|.m.|(x,y,1/4)|(-x+1/2,y+1/2,3/4)|(-x,-y,3/4)|(x+1/2,-y+1/2,1/4)
||4|b|-1|(0,1/2,0)|(1/2,0,0)|(0,1/2,1/2)|(1/2,0,1/2)
||4|a|-1|(0,0,0)|(1/2,1/2,0)|(0,0,1/2)|(1/2,1/2,1/2)
C 2/m 2/c 21/m|298|||||||
||16|h|1|(x,y,z)|(-x,-y,z+1/2)|(-x,y,-z+1/2)|(x,-y,-z)
|||||(-x,-y,-z)|(x,y,-z+1/2)|(x,-y,z+1/2)|(-x,y,z)
||8|g|..m|(x,y,1/4)|(-x,-y,3/4)|(-x,y,1/4)|(x,-y,3/4)
||8|f|m..|(0,y,z)|(0,-y,z+1/2)|(0,y,-z+1/2)|(0,-y,-z)
||8|e|2..|(x,0,0)|(-x,0,1/2)|(-x,0,0)|(x,0,1/2)
||8|d|-1|(1/4,1/4,0)|(3/4,3/4,1/2)|(3/4,1/4,1/2)|(1/4,3/4,0)
||4|c|m2m|(0,y,1/4)|(0,-y,3/4)||
||4|b|2/m..|(0,1/2,0)|(0,1/2,1/2)||
||4|a|2/m..|(0,0,0)|(0,0,1/2)||
C 2/c 2/m 21/m|299|||||||
||16|h|1|(x,y,z)|(-x,-y,z+1/2)|(x,-y,-z+1/2)|(-x,y,-z)
|||||(-x,-y,-z)|(x,y,-z+1/2)|(-x,y,z+1/2)|(x,-y,z)
||8|g|..m|(x,y,3/4)|(-x,-y,1/4)|(x,-y,3/4)|(-x,y,1/4)
||8|f|m..|(x,0,z)|(-x,0,z+1/2)|(x,0,-z+1/2)|(-x,0,-z)
||8|e|2..|(0,y,0)|(0,-y,1/2)|(0,-y,0)|(0,y,1/2)
||8|d|-1|(1/4,1/4,0)|(3/4,3/4,1/2)|(1/4,3/4,1/2)|(3/4,1/4,0)
||4|c|m2m|(x,0,3/4)|(-x,0,1/4)||
||4|b|2/m..|(1/2,0,0)|(1/2,0,1/2)||
||4|a|2/m..|(0,0,0)|(0,0,1/2)||
A 21/m 2/m 2/a|300|||||||
||16|h|1|(x,y,z)|(x+1/2,-y,-z)|(-x+1/2,-y,z)|(-x,y,-z)
|||||(-x,-y,-z)|(-x+1/2,y,z)|(x+1/2,y,-z)|(x,-y,z)
||8|g|..m|(1/4,y,z)|(3/4,-y,-z)|(1/4,-y,z)|(3/4,y,-z)
||8|f|m..|(x,0,z)|(x+1/2,0,-z)|(-x+1/2,0,z)|(-x,0,-z)
||8|e|2..|(0,y,0)|(1/2,-y,0)|(0,-y,0)|(1/2,y,0)
||8|d|-1|(0,1/4,1/4)|(1/2,3/4,3/4)|(1/2,3/4,1/4)|(0,1/4,3/4)
||4|c|m2m|(1/4,0,z)|(3/4,0,-z)||
||4|b|2/m..|(0,0,1/2)|(1/2,0,1/2)||
||4|a|2/m..|(0,0,0)|(1/2,0,0)||
A 21/m 2/a 2/m|301|||||||
||16|h|1|(x,y,z)|(x+1/2,-y,-z)|(-x+1/2,y,-z)|(-x,-y,z)
|||||(-x,-y,-z)|(-x+1/2,y,z)|(x+1/2,-y,z)|(x,y,-z)
||8|g|..m|(3/4,y,z)|(1/4,-y,-z)|(3/4,y,-z)|(1/4,-y,z)
||8|f|m..|(x,y,0)|(x+1/2,-y,0)|(-x+1/2,y,0)|(-x,-y,0)
||8|e|2..|(0,0,z)|(1/2,0,-z)|(0,0,-z)|(1/2,0,z)
||8|d|-1|(0,1/4,1/4)|(1/2,3/4,3/4)|(1/2,1/4,3/4)|(0,3/4,1/4)
||4|c|m2m|(3/4,y,0)|(1/4,-y,0)||
||4|b|2/m..|(0,1/2,0)|(1/2,1/2,0)||
||4|a|2/m..|(0,0,0)|(1/2,0,0)||
B 2/b 21/m 2/m|302|||||||
||16|h|1|(x,y,z)|(-x,y+1/2,-z)|(x,-y+1/2,-z)|(-x,-y,z)
|||||(-x,-y,-z)|(x,-y+1/2,z)|(-x,y+1/2,z)|(x,y,-z)
||8|g|..m|(x,1/4,z)|(-x,3/4,-z)|(x,1/4,-z)|(-x,3/4,z)
||8|f|m..|(x,y,0)|(-x,y+1/2,0)|(x,-y+1/2,0)|(-x,-y,0)
||8|e|2..|(0,0,z)|(0,1/2,-z)|(0,0,-z)|(0,1/2,z)
||8|d|-1|(1/4,0,1/4)|(3/4,1/2,3/4)|(1/4,1/2,3/4)|(3/4,0,1/4)
||4|c|m2m|(x,1/4,0)|(-x,3/4,0)||
||4|b|2/m..|(1/2,0,0)|(1/2,1/2,0)||
||4|a|2/m..|(0,0,0)|(0,1/2,0)||
B 2/m 21/m 2/b|303|||||||
||16|h|1|(x,y,z)|(-x,y+1/2,-z)|(-x,-y+1/2,z)|(x,-y,-z)
|||||(-x,-y,-z)|(x,-y+1/2,z)|(x,y+1/2,-z)|(-x,y,z)
||8|g|..m|(x,3/4,z)|(-x,1/4,-z)|(-x,3/4,z)|(x,1/4,-z)
||8|f|m..|(0,y,z)|(0,y+1/2,-z)|(0,-y+1/2,z)|(0,-y,-z)
||8|e|2..|(x,0,0)|(-x,1/2,0)|(-x,0,0)|(x,1/2,0)
||8|d|-1|(1/4,0,1/4)|(3/4,1/2,3/4)|(3/4,1/2,1/4)|(1/4,0,3/4)
||4|c|m2m|(0,3/4,z)|(0,1/4,-z)||
||4|b|2/m..|(0,0,1/2)|(0,1/2,1/2)||
||4|a|2/m..|(0,0,0)|(0,1/2,0)||
C 2/m 2/c 21/a|304|||||||
||16|g|1|(x,y,z)|(-x,-y+1/2,z+1/2)|(-x,y+1/2,-z+1/2)|(x,-y,-z)
|||||(-x,-y,-z)|(x,y+1/2,-z+1/2)|(x,-y+1/2,z+1/2)|(-x,y,z)
||8|f|m..|(0,y,z)|(0,-y+1/2,z+1/2)|(0,y+1/2,-z+1/2)|(0,-y,-z)
||8|e|.2.|(1/4,y,1/4)|(3/4,-y+1/2,3/4)|(3/4,-y,3/4)|(1/4,y+1/2,1/4)
||8|d|2..|(x,0,0)|(-x,1/2,1/2)|(-x,0,0)|(x,1/2,1/2)
||8|c|-1|(1/4,1/4,0)|(3/4,1/4,1/2)|(3/4,3/4,1/2)|(1/4,3/4,0)
||4|b|2/m..|(1/2,0,0)|(1/2,1/2,1/2)||
||4|a|2/m..|(0,0,0)|(0,1/2,1/2)||
C 2/c 2/m 21/b|305|||||||
||16|g|1|(x,y,z)|(-x+1/2,-y,z+1/2)|(x+1/2,-y,-z+1/2)|(-x,y,-z)
|||||(-x,-y,-z)|(x+1/2,y,-z+1/2)|(-x+1/2,y,z+1/2)|(x,-y,z)
||8|f|m..|(x,0,z)|(-x+1/2,0,z+1/2)|(x+1/2,0,-z+1/2)|(-x,0,-z)
||8|e|.2.|(x,1/4,3/4)|(-x+1/2,3/4,1/4)|(-x,3/4,1/4)|(x+1/2,1/4,3/4)
||8|d|2..|(0,y,0)|(1/2,-y,1/2)|(0,-y,0)|(1/2,y,1/2)
||8|c|-1|(1/4,1/4,0)|(1/4,3/4,1/2)|(3/4,3/4,1/2)|(3/4,1/4,0)
||4|b|2/m..|(0,1/2,0)|(1/2,1/2,1/2)||
||4|a|2/m..|(0,0,0)|(1/2,0,1/2)||
A 21/b 2/m a|306|||||||
||16|g|1|(x,y,z)|(x+1/2,-y,-z+1/2)|(-x+1/2,-y,z+1/2)|(-x,y,-z)
|||||(-x,-y,-z)|(-x+1/2,y,z+1/2)|(x+1/2,y,-z+1/2)|(x,-y,z)
||8|f|m..|(x,0,z)|(x+1/2,0,-z+1/2)|(-x+1/2,0,z+1/2)|(-x,0,-z)
||8|e|.2.|(1/4,1/4,z)|(3/4,3/4,-z+1/2)|(3/4,3/4,-z)|(1/4,1/4,z+1/2)
||8|d|2..|(0,y,0)|(1/2,-y,1/2)|(0,-y,0)|(1/2,y,1/2)
||8|c|-1|(0,1/4,1/4)|(1/2,3/4,1/4)|(1/2,3/4,3/4)|(0,1/4,3/4)
||4|b|2/m..|(0,1/2,0)|(1/2,1/2,1/2)||
||4|a|2/m..|(0,0,0)|(1/2,0,1/2)||
A 21/c 2/a 2/m|307|||||||
